issue,draw_date,sales_amount,one,two,three
2023241,2023-09-08,"119,991,626",4,9,5
2023240,2023-09-07,"122,295,828",2,3,2
2023239,2023-09-06,"118,810,806",7,3,1
2023238,2023-09-05,"118,563,548",4,5,5
2023237,2023-09-04,"117,292,880",0,9,6
2023236,2023-09-03,"119,448,950",6,8,0
2023235,2023-09-02,"119,514,220",4,8,0
2023234,2023-09-01,"119,576,408",1,0,9
2023233,2023-08-31,"116,531,326",9,2,8
2023232,2023-08-30,"120,195,166",1,3,3
2023231,2023-08-29,"114,599,022",0,4,9
2023230,2023-08-28,"117,853,406",7,8,7
2023229,2023-08-27,"117,267,202",1,4,2
2023228,2023-08-26,"118,927,102",9,8,5
2023227,2023-08-25,"123,961,542",2,0,6
2023226,2023-08-24,"116,415,778",1,8,2
2023225,2023-08-23,"118,377,766",7,9,8
2023224,2023-08-22,"119,811,396",4,4,7
2023223,2023-08-21,"122,314,502",3,0,9
2023222,2023-08-20,"115,677,042",2,6,5
2023221,2023-08-19,"120,900,982",5,0,3
2023220,2023-08-18,"121,488,892",5,8,7
2023219,2023-08-17,"114,612,744",3,4,8
2023218,2023-08-16,"114,828,406",0,7,1
2023217,2023-08-15,"116,455,862",8,1,1
2023216,2023-08-14,"117,580,436",1,8,7
2023215,2023-08-13,"114,235,628",3,0,8
2023214,2023-08-12,"114,987,180",5,2,2
2023213,2023-08-11,"114,687,600",7,3,2
2023212,2023-08-10,"115,536,130",4,4,4
2023211,2023-08-09,"115,882,558",6,1,2
2023210,2023-08-08,"111,924,686",6,8,1
2023209,2023-08-07,"112,404,720",7,9,6
2023208,2023-08-06,"110,413,318",6,9,2
2023207,2023-08-05,"109,054,688",2,4,2
2023206,2023-08-04,"118,332,874",2,2,2
2023205,2023-08-03,"114,439,394",1,7,1
2023204,2023-08-02,"121,152,498",1,3,3
2023203,2023-08-01,"120,499,968",3,4,6
2023202,2023-07-31,"123,312,916",6,4,8
2023201,2023-07-30,"118,262,686",1,7,2
2023200,2023-07-29,"117,510,312",3,1,4
2023199,2023-07-28,"118,185,236",8,5,0
2023198,2023-07-27,"120,463,528",4,9,8
2023197,2023-07-26,"118,217,520",5,8,6
2023196,2023-07-25,"111,961,942",9,8,5
2023195,2023-07-24,"113,237,186",3,0,3
2023194,2023-07-23,"107,710,768",1,6,8
2023193,2023-07-22,"108,272,438",1,8,1
2023192,2023-07-21,"116,947,408",2,1,2
2023191,2023-07-20,"113,695,702",7,6,8
2023190,2023-07-19,"115,007,134",9,0,5
2023189,2023-07-18,"111,339,356",3,2,7
2023188,2023-07-17,"111,300,466",2,8,0
2023187,2023-07-16,"108,306,116",5,1,3
2023186,2023-07-15,"105,562,738",1,4,5
2023185,2023-07-14,"110,467,322",6,6,7
2023184,2023-07-13,"105,500,036",7,3,0
2023183,2023-07-12,"109,997,200",0,6,6
2023182,2023-07-11,"109,156,634",7,0,2
2023181,2023-07-10,"105,229,902",5,6,7
2023180,2023-07-09,"101,802,612",9,3,2
2023179,2023-07-08,"102,506,150",7,3,7
2023178,2023-07-07,"106,528,958",0,3,0
2023177,2023-07-06,"102,252,330",1,1,9
2023176,2023-07-05,"113,293,298",8,8,8
2023175,2023-07-04,"114,521,748",1,9,0
2023174,2023-07-03,"121,479,932",6,6,5
2023173,2023-07-02,"119,854,694",7,3,0
2023172,2023-07-01,"118,246,136",2,4,5
2023171,2023-06-30,"122,108,996",7,5,1
2023170,2023-06-29,"116,053,516",4,2,7
2023169,2023-06-28,"116,639,428",1,8,2
2023168,2023-06-27,"112,774,942",0,5,7
2023167,2023-06-26,"110,517,400",2,1,6
2023166,2023-06-25,"109,169,276",5,5,7
2023165,2023-06-24,"111,344,450",3,3,7
2023164,2023-06-23,"111,091,818",8,9,1
2023163,2023-06-22,"101,075,998",1,2,4
2023162,2023-06-21,"110,951,482",0,2,2
2023161,2023-06-20,"110,244,552",3,1,4
2023160,2023-06-19,"117,106,462",4,2,2
2023159,2023-06-18,"116,495,226",8,0,2
2023158,2023-06-17,"113,191,690",7,5,0
2023157,2023-06-16,"117,395,630",0,2,9
2023156,2023-06-15,"116,007,654",6,8,9
2023155,2023-06-14,"113,428,120",2,8,5
2023154,2023-06-13,"111,367,206",6,0,2
2023153,2023-06-12,"117,068,456",0,6,5
2023152,2023-06-11,"106,650,386",1,6,5
2023151,2023-06-10,"108,437,334",3,3,9
2023150,2023-06-09,"107,705,960",2,4,7
2023149,2023-06-08,"109,157,412",9,2,2
2023148,2023-06-07,"118,070,404",9,5,9
2023147,2023-06-06,"114,553,846",9,7,0
2023146,2023-06-05,"116,200,938",9,4,2
2023145,2023-06-04,"113,176,404",2,0,6
2023144,2023-06-03,"111,578,688",5,6,3
2023143,2023-06-02,"116,872,342",4,9,5
2023142,2023-06-01,"114,386,416",7,1,1
2023141,2023-05-31,"115,403,806",1,9,3
2023140,2023-05-30,"116,212,392",7,5,7
2023139,2023-05-29,"111,088,728",9,8,1
2023138,2023-05-28,"108,710,874",9,4,5
2023137,2023-05-27,"112,588,426",6,6,6
2023136,2023-05-26,"120,952,624",5,7,5
2023135,2023-05-25,"122,132,082",5,0,5
2023134,2023-05-24,"118,832,572",4,6,3
2023133,2023-05-23,"114,466,674",3,7,1
2023132,2023-05-22,"111,509,616",2,7,5
2023131,2023-05-21,"109,153,218",2,1,0
2023130,2023-05-20,"114,561,498",1,5,1
2023129,2023-05-19,"115,661,794",1,8,5
2023128,2023-05-18,"111,835,926",5,0,7
2023127,2023-05-17,"114,856,418",7,1,0
2023126,2023-05-16,"112,822,742",4,9,6
2023125,2023-05-15,"117,774,450",0,0,7
2023124,2023-05-14,"112,033,230",2,3,6
2023123,2023-05-13,"111,114,838",8,0,4
2023122,2023-05-12,"117,581,440",4,1,2
2023121,2023-05-11,"113,846,200",2,9,3
2023120,2023-05-10,"110,242,880",8,7,1
2023119,2023-05-09,"110,426,378",1,1,2
2023118,2023-05-08,"117,557,756",7,3,7
2023117,2023-05-07,"116,634,032",4,0,1
2023116,2023-05-06,"116,550,014",6,1,9
2023115,2023-05-05,"123,428,886",7,1,6
2023114,2023-05-04,"116,917,000",1,7,6
2023113,2023-05-03,"112,474,664",5,8,6
2023112,2023-05-02,"105,674,302",0,6,9
2023111,2023-05-01,"103,276,628",6,8,7
2023110,2023-04-30,"108,357,670",9,0,5
2023109,2023-04-29,"113,968,444",9,0,4
2023108,2023-04-28,"120,614,758",2,5,3
2023107,2023-04-27,"113,633,222",0,6,5
2023106,2023-04-26,"113,359,006",6,0,2
2023105,2023-04-25,"112,987,220",8,8,4
2023104,2023-04-24,"111,686,758",3,9,8
2023103,2023-04-23,"113,987,424",4,0,8
2023102,2023-04-22,"114,863,968",4,1,1
2023101,2023-04-21,"117,332,338",6,5,4
2023100,2023-04-20,"119,605,850",3,9,3
2023099,2023-04-19,"116,932,096",1,2,4
2023098,2023-04-18,"118,351,218",1,1,7
2023097,2023-04-17,"114,931,720",8,7,5
2023096,2023-04-16,"118,294,702",5,7,5
2023095,2023-04-15,"116,336,724",0,6,3
2023094,2023-04-14,"121,870,806",5,0,3
2023093,2023-04-13,"110,712,758",3,7,9
2023092,2023-04-12,"120,402,542",8,8,8
2023091,2023-04-11,"120,094,908",7,9,4
2023090,2023-04-10,"115,636,854",2,7,4
2023089,2023-04-09,"115,111,336",1,3,4
2023088,2023-04-08,"114,407,746",7,8,3
2023087,2023-04-07,"117,184,162",2,1,3
2023086,2023-04-06,"115,699,588",1,4,3
2023085,2023-04-05,"111,400,082",5,6,8
2023084,2023-04-04,"116,379,746",8,3,8
2023083,2023-04-03,"114,030,220",8,7,0
2023082,2023-04-02,"111,545,948",0,5,7
2023081,2023-04-01,"110,275,114",9,8,2
2023080,2023-03-31,"118,845,876",8,8,4
2023079,2023-03-30,"116,427,514",8,9,2
2023078,2023-03-29,"113,660,922",8,5,6
2023077,2023-03-28,"111,756,876",4,5,0
2023076,2023-03-27,"119,930,372",8,8,6
2023075,2023-03-26,"117,887,256",9,2,0
2023074,2023-03-25,"120,366,930",1,8,4
2023073,2023-03-24,"121,540,138",5,1,4
2023072,2023-03-23,"118,182,168",4,9,6
2023071,2023-03-22,"117,762,332",2,9,5
2023070,2023-03-21,"117,317,512",9,8,1
2023069,2023-03-20,"115,736,916",0,7,4
2023068,2023-03-19,"117,894,202",7,9,9
2023067,2023-03-18,"120,949,926",0,9,0
2023066,2023-03-17,"127,404,096",1,9,8
2023065,2023-03-16,"115,803,952",5,7,3
2023064,2023-03-15,"112,289,738",2,1,7
2023063,2023-03-14,"119,094,814",0,1,0
2023062,2023-03-13,"118,893,072",7,3,2
2023061,2023-03-12,"110,671,498",2,3,5
2023060,2023-03-11,"111,841,336",0,8,6
2023059,2023-03-10,"112,788,292",0,5,9
2023058,2023-03-09,"114,759,970",7,6,7
2023057,2023-03-08,"113,517,090",9,7,3
2023056,2023-03-07,"117,445,640",1,5,6
2023055,2023-03-06,"112,348,508",8,7,3
2023054,2023-03-05,"112,650,190",1,1,7
2023053,2023-03-04,"110,388,154",3,1,0
2023052,2023-03-03,"113,625,796",1,5,0
2023051,2023-03-02,"115,762,702",0,6,6
2023050,2023-03-01,"118,244,182",6,0,2
2023049,2023-02-28,"111,802,880",7,3,5
2023048,2023-02-27,"115,327,798",3,0,6
2023047,2023-02-26,"106,149,728",1,5,9
2023046,2023-02-25,"108,976,186",1,0,3
2023045,2023-02-24,"112,396,612",7,0,0
2023044,2023-02-23,"114,905,930",8,1,1
2023043,2023-02-22,"112,609,218",9,1,8
2023042,2023-02-21,"108,480,334",7,2,8
2023041,2023-02-20,"105,317,132",1,3,3
2023040,2023-02-19,"101,734,710",4,1,3
2023039,2023-02-18,"109,118,016",9,1,9
2023038,2023-02-17,"115,647,970",8,4,5
2023037,2023-02-16,"105,558,214",6,3,8
2023036,2023-02-15,"106,706,948",3,8,0
2023035,2023-02-14,"105,616,734",1,0,4
2023034,2023-02-13,"107,094,654",8,4,2
2023033,2023-02-12,"98,660,122",5,1,9
2023032,2023-02-11,"101,270,288",1,3,9
2023031,2023-02-10,"103,299,858",3,7,2
2023030,2023-02-09,"95,825,514",7,5,2
2023029,2023-02-08,"93,391,072",9,2,3
2023028,2023-02-07,"96,610,750",0,4,3
2023027,2023-02-06,"96,401,994",3,3,4
2023026,2023-02-05,"94,660,786",5,1,4
2023025,2023-02-04,"92,800,060",8,5,6
2023024,2023-02-03,"94,456,228",4,9,5
2023023,2023-02-02,"87,815,406",5,2,7
2023022,2023-02-01,"89,722,500",4,4,6
2023021,2023-01-31,"87,049,202",0,2,5
2023020,2023-01-30,"83,279,102",8,4,5
2023019,2023-01-29,"85,655,058",8,7,4
2023018,2023-01-18,"108,097,884",1,2,1
2023017,2023-01-17,"100,249,360",0,5,3
2023016,2023-01-16,"101,328,892",6,6,4
2023015,2023-01-15,"95,244,640",5,3,2
2023014,2023-01-14,"98,562,484",3,2,2
2023013,2023-01-13,"106,402,820",8,8,7
2023012,2023-01-12,"100,061,492",6,4,8
2023011,2023-01-11,"104,749,730",6,6,6
2023010,2023-01-10,"104,676,990",2,0,6
2023009,2023-01-09,"103,191,338",7,8,3
2023008,2023-01-08,"101,193,360",7,0,8
2023007,2023-01-07,"101,572,144",8,1,7
2023006,2023-01-06,"101,293,994",7,1,5
2023005,2023-01-05,"99,059,176",6,0,9
2023004,2023-01-04,"97,121,910",3,9,8
2023003,2023-01-03,"92,545,752",5,9,6
2023002,2023-01-02,"88,727,564",8,5,0
2023001,2023-01-01,"88,280,912",4,3,2
2024352,2024-12-31,"140,641,718",2,9,2
2024351,2024-12-30,"138,132,670",6,5,7
2024350,2024-12-29,"132,391,202",6,7,2
2024349,2024-12-28,"127,946,706",1,0,8
2024348,2024-12-27,"132,175,376",9,2,8
2024347,2024-12-26,"128,212,650",3,9,2
2024346,2024-12-25,"130,815,928",0,5,6
2024345,2024-12-24,"129,401,284",3,1,7
2024344,2024-12-23,"126,942,646",3,0,5
2024343,2024-12-22,"124,803,458",2,1,4
2024342,2024-12-21,"122,815,560",4,8,3
2024341,2024-12-20,"128,205,988",3,7,1
2024340,2024-12-19,"123,747,330",2,7,8
2024339,2024-12-18,"121,525,420",5,0,9
2024338,2024-12-17,"131,924,482",9,7,7
2024337,2024-12-16,"130,293,620",8,4,3
2024336,2024-12-15,"124,851,400",9,6,4
2024335,2024-12-14,"125,061,672",5,9,3
2024334,2024-12-13,"130,546,954",5,4,1
2024333,2024-12-12,"124,904,698",9,5,1
2024332,2024-12-11,"127,373,276",7,6,5
2024331,2024-12-10,"124,761,192",9,6,4
2024330,2024-12-09,"123,619,876",1,6,7
2024329,2024-12-08,"122,428,412",9,1,0
2024328,2024-12-07,"122,309,042",3,0,6
2024327,2024-12-06,"129,379,280",2,8,0
2024326,2024-12-05,"124,277,722",7,2,2
2024325,2024-12-04,"125,990,006",1,5,8
2024324,2024-12-03,"119,484,548",3,8,4
2024323,2024-12-02,"113,647,592",5,3,6
2024322,2024-12-01,"113,323,054",8,6,7
2024321,2024-11-30,"109,798,280",5,4,2
2024320,2024-11-29,"119,845,288",7,7,8
2024319,2024-11-28,"113,163,810",7,2,6
2024318,2024-11-27,"119,885,378",5,2,5
2024317,2024-11-26,"112,502,350",3,8,6
2024316,2024-11-25,"114,489,070",7,8,9
2024315,2024-11-24,"113,875,116",8,0,2
2024314,2024-11-23,"109,876,028",6,7,2
2024313,2024-11-22,"113,204,426",0,9,5
2024312,2024-11-21,"109,684,268",7,5,4
2024311,2024-11-20,"110,051,506",0,6,7
2024310,2024-11-19,"109,807,802",6,0,3
2024309,2024-11-18,"109,545,314",5,3,9
2024308,2024-11-17,"108,844,592",6,5,4
2024307,2024-11-16,"107,267,024",5,7,9
2024306,2024-11-15,"108,844,270",2,9,6
2024305,2024-11-14,"110,032,280",9,6,6
2024304,2024-11-13,"109,332,058",1,6,9
2024303,2024-11-12,"110,207,616",3,3,6
2024302,2024-11-11,"108,321,082",5,1,6
2024301,2024-11-10,"97,919,174",4,3,5
2024300,2024-11-09,"104,989,838",6,6,6
2024299,2024-11-08,"110,257,232",9,4,9
2024298,2024-11-07,"112,929,996",0,5,5
2024297,2024-11-06,"111,967,506",3,7,2
2024296,2024-11-05,"109,864,878",8,1,6
2024295,2024-11-04,"108,755,108",5,7,1
2024294,2024-11-03,"104,727,716",3,6,4
2024293,2024-11-02,"105,562,934",5,2,1
2024292,2024-11-01,"114,439,146",4,6,2
2024291,2024-10-31,"110,246,274",4,2,6
2024290,2024-10-30,"109,867,494",9,1,1
2024289,2024-10-29,"117,486,332",9,8,9
2024288,2024-10-28,"114,656,190",8,3,9
2024287,2024-10-27,"113,101,298",1,9,2
2024286,2024-10-26,"109,650,034",6,2,1
2024285,2024-10-25,"113,500,822",7,1,8
2024284,2024-10-24,"114,097,094",3,4,2
2024283,2024-10-23,"110,328,076",4,1,9
2024282,2024-10-22,"110,059,408",9,8,3
2024281,2024-10-21,"113,029,256",9,0,0
2024280,2024-10-20,"107,120,094",2,4,8
2024279,2024-10-19,"108,511,772",0,6,0
2024278,2024-10-18,"118,003,178",2,2,1
2024277,2024-10-17,"118,857,726",6,8,4
2024276,2024-10-16,"116,956,916",0,8,6
2024275,2024-10-15,"115,206,232",8,2,7
2024274,2024-10-14,"114,137,160",1,7,2
2024273,2024-10-13,"115,136,280",8,3,3
2024272,2024-10-12,"115,696,956",2,7,5
2024271,2024-10-11,"115,448,992",7,9,5
2024270,2024-10-10,"116,549,922",6,9,9
2024269,2024-10-09,"120,424,750",3,8,8
2024268,2024-10-08,"117,891,030",9,3,1
2024267,2024-10-07,"112,639,654",2,2,7
2024266,2024-10-06,"107,653,660",3,9,0
2024265,2024-10-05,"105,464,578",2,4,5
2024264,2024-09-30,"121,034,158",7,1,0
2024263,2024-09-29,"120,610,058",2,9,2
2024262,2024-09-28,"119,286,078",4,6,5
2024261,2024-09-27,"126,180,718",7,6,6
2024260,2024-09-26,"122,993,294",9,2,6
2024259,2024-09-25,"116,022,768",2,4,9
2024258,2024-09-24,"118,026,822",0,7,7
2024257,2024-09-23,"121,630,314",1,9,9
2024256,2024-09-22,"120,041,890",7,4,9
2024255,2024-09-21,"120,837,918",0,9,6
2024254,2024-09-20,"122,015,650",4,0,9
2024253,2024-09-19,"119,124,932",2,7,4
2024252,2024-09-18,"117,739,156",0,8,6
2024251,2024-09-17,"112,561,554",1,5,6
2024250,2024-09-16,"111,562,426",2,5,3
2024249,2024-09-15,"116,934,164",4,4,9
2024248,2024-09-14,"116,913,968",8,6,1
2024247,2024-09-13,"117,894,920",7,8,3
2024246,2024-09-12,"120,822,672",7,1,0
2024245,2024-09-11,"119,785,954",7,4,1
2024244,2024-09-10,"113,757,424",8,6,3
2024243,2024-09-09,"123,571,192",9,5,5
2024242,2024-09-08,"120,404,462",6,2,3
2024241,2024-09-07,"116,443,672",4,7,0
2024240,2024-09-06,"119,755,724",0,6,5
2024239,2024-09-05,"118,588,926",5,2,4
2024238,2024-09-04,"117,908,176",4,6,9
2024237,2024-09-03,"117,535,390",2,7,4
2024236,2024-09-02,"117,507,546",5,1,2
2024235,2024-09-01,"112,628,526",4,9,2
2024234,2024-08-31,"121,618,078",7,1,5
2024233,2024-08-30,"120,921,172",3,9,7
2024232,2024-08-29,"123,373,684",0,1,2
2024231,2024-08-28,"121,373,092",9,3,8
2024230,2024-08-27,"119,498,472",4,9,7
2024229,2024-08-26,"124,179,614",9,1,1
2024228,2024-08-25,"123,803,176",2,9,8
2024227,2024-08-24,"128,491,196",3,1,2
2024226,2024-08-23,"128,677,518",3,8,0
2024225,2024-08-22,"127,503,598",8,8,4
2024224,2024-08-21,"125,613,358",5,6,0
2024223,2024-08-20,"129,463,722",7,7,3
2024222,2024-08-19,"125,671,128",5,6,4
2024221,2024-08-18,"129,645,698",1,0,3
2024220,2024-08-17,"132,483,962",4,1,4
2024219,2024-08-16,"134,758,722",3,0,5
2024218,2024-08-15,"129,995,028",4,6,7
2024217,2024-08-14,"120,708,310",4,0,5
2024216,2024-08-13,"127,990,754",4,4,4
2024215,2024-08-12,"125,465,196",4,8,3
2024214,2024-08-11,"120,395,744",3,6,5
2024213,2024-08-10,"126,019,238",0,0,9
2024212,2024-08-09,"128,961,192",0,8,9
2024211,2024-08-08,"124,581,534",0,5,4
2024210,2024-08-07,"124,358,938",4,4,9
2024209,2024-08-06,"126,429,078",6,7,6
2024208,2024-08-05,"128,653,570",2,8,1
2024207,2024-08-04,"126,036,782",8,9,2
2024206,2024-08-03,"128,044,522",8,1,8
2024205,2024-08-02,"132,189,516",6,5,1
2024204,2024-08-01,"127,181,668",3,9,0
2024203,2024-07-31,"128,107,842",1,7,2
2024202,2024-07-30,"130,116,278",5,5,2
2024201,2024-07-29,"130,091,734",8,4,3
2024200,2024-07-28,"129,519,500",3,0,9
2024199,2024-07-27,"126,494,450",1,4,7
2024198,2024-07-26,"129,581,618",7,1,0
2024197,2024-07-25,"130,793,506",2,2,4
2024196,2024-07-24,"133,492,786",0,5,6
2024195,2024-07-23,"130,043,334",7,2,5
2024194,2024-07-22,"128,465,618",1,3,7
2024193,2024-07-21,"123,703,300",6,8,1
2024192,2024-07-20,"129,239,824",6,7,6
2024191,2024-07-19,"133,496,036",3,8,2
2024190,2024-07-18,"132,467,778",4,1,0
2024189,2024-07-17,"132,925,614",5,3,0
2024188,2024-07-16,"130,074,782",9,5,6
2024187,2024-07-15,"126,910,264",3,8,0
2024186,2024-07-14,"125,699,230",5,7,9
2024185,2024-07-13,"126,461,514",3,0,6
2024184,2024-07-12,"134,657,934",9,3,3
2024183,2024-07-11,"131,904,864",4,4,3
2024182,2024-07-10,"133,183,598",8,8,4
2024181,2024-07-09,"129,312,866",2,3,0
2024180,2024-07-08,"127,618,122",9,1,8
2024179,2024-07-07,"127,335,224",0,0,5
2024178,2024-07-06,"127,290,604",5,8,1
2024177,2024-07-05,"129,417,324",4,6,0
2024176,2024-07-04,"127,176,180",1,0,8
2024175,2024-07-03,"131,535,596",4,8,8
2024174,2024-07-02,"125,567,674",2,3,6
2024173,2024-07-01,"128,374,136",4,4,9
2024172,2024-06-30,"132,292,678",9,0,8
2024171,2024-06-29,"131,411,686",4,8,0
2024170,2024-06-28,"136,448,304",2,2,5
2024169,2024-06-27,"135,016,082",4,0,2
2024168,2024-06-26,"128,858,220",7,5,2
2024167,2024-06-25,"135,383,396",2,2,0
2024166,2024-06-24,"139,024,776",3,9,7
2024165,2024-06-23,"134,132,226",1,4,5
2024164,2024-06-22,"134,152,262",3,5,4
2024163,2024-06-21,"140,810,908",3,0,4
2024162,2024-06-20,"139,978,206",1,6,4
2024161,2024-06-19,"135,220,144",4,6,8
2024160,2024-06-18,"139,439,870",6,9,0
2024159,2024-06-17,"141,391,250",2,1,2
2024158,2024-06-16,"140,638,558",8,2,1
2024157,2024-06-15,"140,101,094",1,2,6
2024156,2024-06-14,"142,376,570",1,8,0
2024155,2024-06-13,"147,587,470",4,1,1
2024154,2024-06-12,"144,200,320",8,3,4
2024153,2024-06-11,"140,140,784",2,8,7
2024152,2024-06-10,"137,564,458",8,4,8
2024151,2024-06-09,"135,307,742",7,6,5
2024150,2024-06-08,"136,913,590",3,5,6
2024149,2024-06-07,"140,950,864",1,5,3
2024148,2024-06-06,"139,324,228",4,2,6
2024147,2024-06-05,"141,827,004",2,2,5
2024146,2024-06-04,"141,675,904",1,8,0
2024145,2024-06-03,"138,739,876",7,5,6
2024144,2024-06-02,"136,241,544",8,1,6
2024143,2024-06-01,"138,158,360",9,5,5
2024142,2024-05-31,"144,119,048",8,1,3
2024141,2024-05-30,"139,842,824",2,5,6
2024140,2024-05-29,"135,435,802",5,3,6
2024139,2024-05-28,"131,507,898",7,4,8
2024138,2024-05-27,"136,013,124",9,5,5
2024137,2024-05-26,"131,597,314",9,8,2
2024136,2024-05-25,"135,256,494",2,2,7
2024135,2024-05-24,"136,565,592",0,3,5
2024134,2024-05-23,"137,125,494",6,4,0
2024133,2024-05-22,"132,620,254",7,4,1
2024132,2024-05-21,"128,282,778",6,5,2
2024131,2024-05-20,"130,227,756",0,6,9
2024130,2024-05-19,"132,411,760",0,6,6
2024129,2024-05-18,"130,347,156",0,6,7
2024128,2024-05-17,"130,483,290",5,7,3
2024127,2024-05-16,"127,871,466",2,1,4
2024126,2024-05-15,"133,924,722",3,2,3
2024125,2024-05-14,"128,580,114",6,4,9
2024124,2024-05-13,"132,711,498",7,8,7
2024123,2024-05-12,"130,040,366",1,8,3
2024122,2024-05-11,"133,313,728",7,0,8
2024121,2024-05-10,"131,970,146",2,8,9
2024120,2024-05-09,"128,584,496",5,4,9
2024119,2024-05-08,"123,091,174",5,0,8
2024118,2024-05-07,"125,538,212",3,4,3
2024117,2024-05-06,"129,895,854",9,8,9
2024116,2024-05-05,"127,139,784",8,5,1
2024115,2024-05-04,"129,554,150",0,9,9
2024114,2024-05-03,"128,101,938",0,7,5
2024113,2024-05-02,"130,382,122",2,4,2
2024112,2024-05-01,"126,156,142",6,3,0
2024111,2024-04-30,"133,097,014",2,0,6
2024110,2024-04-29,"136,474,352",5,0,6
2024109,2024-04-28,"140,174,390",1,8,1
2024108,2024-04-27,"140,198,658",4,3,2
2024107,2024-04-26,"148,881,574",0,6,2
2024106,2024-04-25,"140,951,940",1,2,7
2024105,2024-04-24,"141,109,090",9,7,6
2024104,2024-04-23,"137,990,780",5,7,9
2024103,2024-04-22,"136,529,214",9,8,4
2024102,2024-04-21,"155,622,430",3,3,9
2024101,2024-04-20,"150,389,782",5,9,4
2024100,2024-04-19,"153,884,726",9,3,6
2024099,2024-04-18,"147,263,580",1,9,0
2024098,2024-04-17,"148,288,632",6,2,0
2024097,2024-04-16,"147,222,468",3,8,9
2024096,2024-04-15,"146,809,618",1,2,9
2024095,2024-04-14,"136,395,652",2,5,7
2024094,2024-04-13,"138,412,928",6,7,9
2024093,2024-04-12,"140,182,144",6,4,7
2024092,2024-04-11,"137,940,338",0,7,1
2024091,2024-04-10,"138,718,956",5,6,4
2024090,2024-04-09,"138,890,700",8,9,0
2024089,2024-04-08,"135,371,166",4,5,7
2024088,2024-04-07,"130,024,232",7,6,1
2024087,2024-04-06,"132,915,058",7,9,7
2024086,2024-04-05,"131,163,106",5,3,2
2024085,2024-04-04,"127,590,894",4,9,0
2024084,2024-04-03,"127,292,194",2,1,9
2024083,2024-04-02,"136,215,306",8,9,9
2024082,2024-04-01,"134,422,638",9,2,0
2024081,2024-03-31,"132,531,550",1,0,8
2024080,2024-03-30,"134,561,048",7,7,5
2024079,2024-03-29,"144,327,788",9,3,1
2024078,2024-03-28,"136,136,838",3,9,7
2024077,2024-03-27,"134,245,098",3,3,6
2024076,2024-03-26,"134,316,670",6,5,5
2024075,2024-03-25,"136,803,824",2,5,4
2024074,2024-03-24,"138,348,614",0,4,1
2024073,2024-03-23,"130,065,748",2,5,8
2024072,2024-03-22,"140,803,966",9,7,7
2024071,2024-03-21,"137,647,890",2,1,3
2024070,2024-03-20,"140,015,578",6,7,1
2024069,2024-03-19,"137,627,030",4,5,1
2024068,2024-03-18,"135,125,044",6,4,2
2024067,2024-03-17,"137,700,404",7,0,9
2024066,2024-03-16,"131,746,544",1,9,8
2024065,2024-03-15,"134,210,872",4,6,9
2024064,2024-03-14,"136,243,068",0,0,9
2024063,2024-03-13,"135,458,166",3,4,9
2024062,2024-03-12,"141,864,758",3,7,7
2024061,2024-03-11,"139,302,168",4,0,6
2024060,2024-03-10,"136,955,584",8,9,7
2024059,2024-03-09,"131,852,174",7,5,8
2024058,2024-03-08,"131,975,198",4,6,9
2024057,2024-03-07,"130,968,102",8,0,5
2024056,2024-03-06,"131,359,182",5,4,2
2024055,2024-03-05,"128,323,628",5,8,9
2024054,2024-03-04,"127,578,952",1,9,2
2024053,2024-03-03,"122,447,550",4,7,8
2024052,2024-03-02,"121,945,554",3,1,0
2024051,2024-03-01,"129,475,360",3,4,0
2024050,2024-02-29,"120,279,490",6,3,4
2024049,2024-02-28,"126,494,334",8,1,1
2024048,2024-02-27,"120,955,638",1,2,8
2024047,2024-02-26,"124,354,726",4,2,0
2024046,2024-02-25,"116,401,716",7,3,0
2024045,2024-02-24,"116,224,388",4,0,6
2024044,2024-02-23,"120,921,826",3,6,3
2024043,2024-02-22,"113,645,396",2,5,7
2024042,2024-02-21,"114,536,470",0,8,6
2024041,2024-02-20,"112,916,122",3,1,5
2024040,2024-02-19,"107,399,072",7,3,6
2024039,2024-02-18,"112,738,822",2,2,8
2024038,2024-02-07,"146,636,776",6,7,6
2024037,2024-02-06,"139,439,032",4,6,0
2024036,2024-02-05,"136,496,536",2,6,5
2024035,2024-02-04,"135,927,922",0,4,5
2024034,2024-02-03,"129,935,530",8,5,6
2024033,2024-02-02,"131,015,022",9,4,5
2024032,2024-02-01,"130,015,514",9,9,5
2024031,2024-01-31,"138,824,574",0,6,0
2024030,2024-01-30,"134,756,086",9,3,5
2024029,2024-01-29,"139,821,804",0,9,4
2024028,2024-01-28,"137,334,460",6,6,2
2024027,2024-01-27,"144,736,948",8,4,9
2024026,2024-01-26,"151,633,166",1,4,9
2024025,2024-01-25,"147,447,972",7,4,9
2024024,2024-01-24,"147,654,466",4,7,3
2024023,2024-01-23,"142,739,952",2,4,7
2024022,2024-01-22,"142,977,672",2,8,5
2024021,2024-01-21,"140,282,592",4,4,6
2024020,2024-01-20,"154,338,190",8,6,8
2024019,2024-01-19,"159,791,374",9,5,3
2024018,2024-01-18,"153,354,660",4,3,0
2024017,2024-01-17,"156,443,428",6,5,9
2024016,2024-01-16,"149,265,686",9,2,0
2024015,2024-01-15,"151,120,632",4,3,8
2024014,2024-01-14,"146,883,918",2,5,1
2024013,2024-01-13,"151,681,456",4,6,8
2024012,2024-01-12,"155,596,470",5,9,0
