issue,draw_date,sales_amount,one,two,three
2021121,2021-05-11,"68,763,014",8,0,1
2021120,2021-05-10,"68,591,202",4,5,0
2021119,2021-05-09,"65,780,912",8,5,9
2021118,2021-05-08,"68,544,296",5,5,0
2021117,2021-05-07,"69,363,686",0,7,9
2021116,2021-05-06,"68,416,532",1,6,1
2021115,2021-05-05,"66,600,032",2,3,1
2021114,2021-05-04,"70,309,898",5,7,7
2021113,2021-05-03,"69,082,764",0,1,2
2021112,2021-05-02,"67,124,724",3,4,9
2021111,2021-05-01,"65,409,100",2,7,1
2021110,2021-04-30,"70,345,548",3,1,2
2021109,2021-04-29,"69,977,066",1,8,3
2021108,2021-04-28,"68,922,228",0,5,3
2021107,2021-04-27,"71,196,946",7,8,2
2021106,2021-04-26,"70,344,102",8,7,2
2021105,2021-04-25,"70,429,126",5,8,9
2021104,2021-04-24,"66,930,996",3,8,5
2021103,2021-04-23,"70,079,280",5,1,2
2021102,2021-04-22,"68,759,076",0,1,9
2021101,2021-04-21,"66,893,440",1,4,5
2021100,2021-04-20,"65,929,940",8,7,7
2021099,2021-04-19,"67,016,658",0,9,8
2021098,2021-04-18,"65,584,728",0,1,4
2021097,2021-04-17,"65,059,832",1,6,8
2021096,2021-04-16,"67,387,250",2,4,4
2021095,2021-04-15,"65,366,314",9,8,9
2021094,2021-04-14,"62,882,476",6,9,9
2021093,2021-04-13,"67,127,122",3,3,3
2021092,2021-04-12,"66,779,754",7,0,5
2021091,2021-04-11,"66,757,648",0,4,5
2021090,2021-04-10,"63,237,792",1,3,7
2021089,2021-04-09,"66,564,200",3,8,3
2021088,2021-04-08,"64,409,680",1,4,4
2021087,2021-04-07,"65,113,666",9,0,2
2021086,2021-04-06,"64,747,642",4,3,2
2021085,2021-04-05,"62,805,366",2,3,5
2021084,2021-04-04,"60,189,468",7,6,6
2021083,2021-04-03,"65,184,046",1,3,1
2021082,2021-04-02,"67,170,610",0,6,7
2021081,2021-04-01,"68,608,118",3,4,0
2021080,2021-03-31,"67,412,432",1,2,8
2021079,2021-03-30,"67,398,742",1,6,7
2021078,2021-03-29,"66,480,782",0,7,9
2021077,2021-03-28,"64,650,982",8,5,3
2021076,2021-03-27,"61,766,626",9,5,4
2021075,2021-03-26,"68,015,596",7,5,7
2021074,2021-03-25,"62,127,014",2,3,7
2021073,2021-03-24,"62,586,902",6,7,8
2021072,2021-03-23,"64,605,664",4,0,0
2021071,2021-03-22,"63,508,522",9,1,4
2021070,2021-03-21,"61,320,722",3,7,6
2021069,2021-03-20,"62,943,492",7,7,2
2021068,2021-03-19,"63,748,760",6,5,8
2021067,2021-03-18,"65,726,406",6,0,8
2021066,2021-03-17,"63,090,244",7,6,1
2021065,2021-03-16,"64,279,946",8,0,5
2021064,2021-03-15,"61,328,162",4,9,1
2021063,2021-03-14,"63,801,840",8,1,1
2021062,2021-03-13,"61,366,456",1,3,0
2021061,2021-03-12,"65,257,212",3,0,5
2021060,2021-03-11,"61,782,930",8,5,7
2021059,2021-03-10,"61,422,228",5,8,1
2021058,2021-03-09,"58,405,548",7,8,4
2021057,2021-03-08,"61,448,750",5,6,5
2021056,2021-03-07,"60,820,914",9,8,5
2021055,2021-03-06,"59,407,374",2,4,5
2021054,2021-03-05,"60,987,872",4,3,7
2021053,2021-03-04,"61,125,692",8,6,9
2021052,2021-03-03,"60,619,074",3,2,9
2021051,2021-03-02,"60,646,406",9,6,0
2021050,2021-03-01,"56,551,752",1,9,3
2021049,2021-02-28,"57,232,802",7,4,7
2021048,2021-02-27,"57,952,912",4,0,0
2021047,2021-02-26,"59,110,110",6,8,3
2021046,2021-02-25,"56,019,840",7,9,1
2021045,2021-02-24,"56,380,198",4,5,4
2021044,2021-02-23,"58,245,092",3,2,3
2021043,2021-02-22,"56,960,342",9,3,6
2021042,2021-02-21,"56,897,822",0,6,1
2021041,2021-02-20,"53,133,262",3,6,1
2021040,2021-02-19,"57,761,764",7,2,9
2021039,2021-02-08,"66,694,606",7,4,6
2021038,2021-02-07,"63,158,702",6,8,5
2021037,2021-02-06,"61,007,166",0,7,0
2021036,2021-02-05,67,0,1,1
2021035,2021-02-04,"66,056,130",0,2,1
2021034,2021-02-03,"63,493,798",7,9,6
2021033,2021-02-02,"61,285,272",8,5,2
2021032,2021-02-01,"60,880,296",0,7,2
2021031,2021-01-31,"60,618,482",0,1,9
2021030,2021-01-30,"58,897,176",6,9,4
2021029,2021-01-29,"61,108,130",1,5,0
2021028,2021-01-28,"58,921,168",3,8,1
2021027,2021-01-27,"59,616,144",4,7,2
2021026,2021-01-26,"57,082,612",2,6,4
2021025,2021-01-25,"54,735,192",2,8,0
2021024,2021-01-24,"56,945,230",0,3,0
2021023,2021-01-23,"57,307,528",1,3,1
2021022,2021-01-22,"59,926,504",9,4,9
2021021,2021-01-21,"59,467,518",4,0,1
2021020,2021-01-20,"61,248,286",7,9,9
2021019,2021-01-19,"60,781,076",8,1,5
2021018,2021-01-18,"59,134,506",1,2,5
2021017,2021-01-17,"57,867,232",7,8,0
2021016,2021-01-16,"58,625,554",6,1,5
2021015,2021-01-15,"60,119,346",6,9,7
2021014,2021-01-14,"58,223,780",2,4,8
2021013,2021-01-13,"58,193,002",2,4,4
2021012,2021-01-12,"58,788,364",9,0,6
2021011,2021-01-11,"57,878,334",0,2,6
2021010,2021-01-10,"58,486,662",2,3,3
2021009,2021-01-09,"57,724,234",6,2,6
2021008,2021-01-08,"57,940,430",3,8,2
2021007,2021-01-07,"57,221,124",2,9,0
2021006,2021-01-06,"59,872,416",7,3,3
2021005,2021-01-05,"59,457,084",8,3,9
2021004,2021-01-04,"59,924,158",9,8,1
2021003,2021-01-03,"58,468,656",1,1,3
2021002,2021-01-02,"57,839,894",6,6,7
2021001,2021-01-01,"58,635,204",1,7,7
2022351,2022-12-31,"85,675,196",2,4,9
2022350,2022-12-30,"91,972,396",6,8,8
2022349,2022-12-29,"87,997,008",5,6,2
2022348,2022-12-28,"87,384,066",1,5,8
2022347,2022-12-27,"81,994,724",3,5,7
2022346,2022-12-26,"82,091,354",9,0,3
2022345,2022-12-25,"82,114,494",5,0,3
2022344,2022-12-24,"83,683,450",6,4,8
2022343,2022-12-23,"85,413,466",5,8,0
2022342,2022-12-22,"82,133,488",5,7,1
2022341,2022-12-21,"82,293,420",8,4,1
2022340,2022-12-20,"87,334,134",0,4,2
2022339,2022-12-19,"87,543,748",0,4,2
2022338,2022-12-18,"84,609,414",7,2,0
2022337,2022-12-17,"90,559,732",0,9,9
2022336,2022-12-16,"94,484,442",2,9,8
2022335,2022-12-15,"92,475,798",2,5,9
2022334,2022-12-14,"94,359,734",5,0,5
2022333,2022-12-13,"94,391,664",6,6,3
2022332,2022-12-12,"95,075,552",4,1,7
2022331,2022-12-11,"96,377,540",7,4,6
2022330,2022-12-10,"96,241,610",0,7,0
2022329,2022-12-09,"103,453,382",4,7,7
2022328,2022-12-08,"102,095,424",9,3,0
2022327,2022-12-07,"102,654,048",3,5,8
2022326,2022-12-06,"95,840,670",9,5,4
2022325,2022-12-05,"94,442,798",8,5,3
2022324,2022-12-04,"91,352,946",4,0,8
2022323,2022-12-03,"92,539,210",3,3,1
2022322,2022-12-02,"96,829,698",9,0,0
2022321,2022-12-01,"93,767,456",3,0,4
2022320,2022-11-30,"90,821,544",4,0,9
2022319,2022-11-29,"92,993,870",2,2,1
2022318,2022-11-28,"94,293,452",3,7,0
2022317,2022-11-27,"96,461,396",7,7,5
2022316,2022-11-26,"98,833,884",7,4,2
2022315,2022-11-25,"104,804,836",8,9,4
2022314,2022-11-24,"98,300,316",7,1,4
2022313,2022-11-23,"101,985,992",9,4,2
2022312,2022-11-22,"97,343,880",5,2,7
2022311,2022-11-21,"99,852,744",9,2,3
2022310,2022-11-20,"100,450,602",9,1,1
2022309,2022-11-19,"107,429,334",2,2,0
2022308,2022-11-18,"113,813,664",0,8,7
2022307,2022-11-17,"106,275,026",7,6,2
2022306,2022-11-16,"109,075,918",1,8,8
2022305,2022-11-15,"105,487,014",3,1,5
2022304,2022-11-14,"107,434,060",7,6,7
2022303,2022-11-13,"100,752,354",3,1,9
2022302,2022-11-12,"101,121,384",7,5,4
2022301,2022-11-11,"105,013,548",1,8,2
2022300,2022-11-10,"97,110,296",2,9,2
2022299,2022-11-09,"98,675,424",4,1,1
2022298,2022-11-08,"102,453,626",7,7,7
2022297,2022-11-07,"105,443,320",3,1,5
2022296,2022-11-06,"102,985,872",3,0,5
2022295,2022-11-05,"104,108,584",1,8,4
2022294,2022-11-04,"102,847,178",6,2,8
2022293,2022-11-03,"100,175,144",0,7,2
2022292,2022-11-02,"103,902,344",4,2,8
2022291,2022-11-01,"98,840,002",8,7,0
2022290,2022-10-31,"104,579,778",2,9,9
2022289,2022-10-30,"101,202,760",1,5,7
2022288,2022-10-29,"97,573,270",3,5,8
2022287,2022-10-28,"100,640,972",5,1,2
2022286,2022-10-27,"93,476,330",4,5,2
2022285,2022-10-26,"99,779,694",2,2,9
2022284,2022-10-25,"98,600,710",2,3,0
2022283,2022-10-24,"96,095,002",1,3,9
2022282,2022-10-23,"92,582,620",5,7,8
2022281,2022-10-22,"94,987,896",6,2,2
2022280,2022-10-21,"95,409,684",1,3,9
2022279,2022-10-20,"93,021,930",5,1,4
2022278,2022-10-19,"92,384,878",1,2,8
2022277,2022-10-18,"92,253,560",0,0,8
2022276,2022-10-17,"91,369,232",3,0,9
2022275,2022-10-16,"92,231,208",0,2,0
2022274,2022-10-15,"93,588,270",8,6,7
2022273,2022-10-14,"96,610,068",9,1,1
2022272,2022-10-13,"93,344,828",5,3,1
2022271,2022-10-12,"93,062,650",5,0,0
2022270,2022-10-11,"95,564,480",8,8,9
2022269,2022-10-10,"93,928,808",6,4,3
2022268,2022-10-09,"93,413,672",0,3,7
2022267,2022-10-08,"91,142,132",7,3,8
2022266,2022-10-07,"89,017,714",4,1,0
2022265,2022-10-06,"84,017,178",9,0,9
2022264,2022-10-05,"85,830,022",5,3,3
2022263,2022-09-30,"102,756,104",2,8,9
2022262,2022-09-29,"97,040,524",7,6,4
2022261,2022-09-28,"94,545,162",8,3,8
2022260,2022-09-27,"93,028,696",2,8,0
2022259,2022-09-26,"91,392,664",6,9,6
2022258,2022-09-25,"92,367,938",4,4,4
2022257,2022-09-24,"93,303,366",0,9,2
2022256,2022-09-23,"97,333,390",0,7,0
2022255,2022-09-22,"97,568,988",0,9,9
2022254,2022-09-21,"97,902,058",3,5,6
2022253,2022-09-20,"95,483,514",3,2,7
2022252,2022-09-19,"97,723,064",9,8,6
2022251,2022-09-18,"100,072,750",8,8,3
2022250,2022-09-17,"100,708,646",0,4,1
2022249,2022-09-16,"103,605,078",2,8,5
2022248,2022-09-15,"93,682,300",1,9,7
2022247,2022-09-14,"90,065,638",3,3,8
2022246,2022-09-13,"93,096,690",2,2,2
2022245,2022-09-12,"99,049,734",0,6,0
2022244,2022-09-11,"93,390,190",4,9,2
2022243,2022-09-10,"87,955,610",6,3,8
2022242,2022-09-09,"95,817,706",3,2,7
2022241,2022-09-08,"88,850,838",7,2,4
2022240,2022-09-07,"91,345,954",0,5,5
2022239,2022-09-06,"89,765,674",1,0,9
2022238,2022-09-05,"92,147,438",1,3,1
2022237,2022-09-04,"88,564,618",6,9,1
2022236,2022-09-03,"89,162,120",3,3,6
2022235,2022-09-02,"89,481,816",6,2,5
2022234,2022-09-01,"88,465,492",1,8,8
2022233,2022-08-31,"88,348,492",9,7,3
2022232,2022-08-30,"83,565,904",9,7,5
2022231,2022-08-29,"88,310,178",4,4,4
2022230,2022-08-28,"88,411,766",6,6,0
2022229,2022-08-27,"88,216,072",9,6,0
2022228,2022-08-26,"91,813,222",6,4,0
2022227,2022-08-25,"88,441,628",6,5,4
2022226,2022-08-24,"86,727,618",4,2,6
2022225,2022-08-23,"86,277,282",4,1,0
2022224,2022-08-22,"87,845,080",0,0,8
2022223,2022-08-21,"87,692,574",2,3,0
2022222,2022-08-20,"87,230,540",8,9,3
2022221,2022-08-19,"91,601,624",7,3,3
2022220,2022-08-18,"91,581,878",0,0,6
2022219,2022-08-17,"90,060,054",7,9,2
2022218,2022-08-16,"90,915,062",1,1,7
2022217,2022-08-15,"91,900,746",0,6,9
2022216,2022-08-14,"89,306,988",7,6,5
2022215,2022-08-13,"90,106,722",1,4,6
2022214,2022-08-12,"94,447,570",2,8,2
2022213,2022-08-11,"89,631,102",7,5,3
2022212,2022-08-10,"86,940,578",5,6,0
2022211,2022-08-09,"87,824,818",1,3,1
2022210,2022-08-08,"90,302,046",3,9,2
2022209,2022-08-07,"87,862,062",1,6,7
2022208,2022-08-06,"89,335,952",4,0,8
2022207,2022-08-05,"94,288,980",0,9,7
2022206,2022-08-04,"93,610,770",2,9,0
2022205,2022-08-03,"92,306,128",9,3,6
2022204,2022-08-02,"90,598,674",5,2,5
2022203,2022-08-01,"94,064,120",1,5,1
2022202,2022-07-31,"92,795,626",6,5,2
2022201,2022-07-30,"90,639,966",5,7,8
2022200,2022-07-29,"96,249,886",7,9,7
2022199,2022-07-28,"95,022,356",5,0,8
2022198,2022-07-27,"96,720,040",6,1,1
2022197,2022-07-26,"98,857,476",5,6,5
2022196,2022-07-25,"89,924,976",6,0,3
2022195,2022-07-24,"88,916,648",6,6,0
2022194,2022-07-23,"86,551,144",6,8,9
2022193,2022-07-22,"86,314,458",7,2,9
2022192,2022-07-21,"83,421,302",0,8,3
2022191,2022-07-20,"85,475,724",1,4,1
2022190,2022-07-19,"88,522,220",1,8,1
2022189,2022-07-18,"87,524,402",6,1,9
2022188,2022-07-17,"87,447,716",6,7,7
2022187,2022-07-16,"87,161,170",5,0,2
2022186,2022-07-15,"90,608,112",6,8,5
2022185,2022-07-14,"84,436,854",8,5,1
2022184,2022-07-13,"83,861,330",4,8,5
2022183,2022-07-12,"85,949,246",5,1,5
2022182,2022-07-11,"84,694,650",3,5,1
2022181,2022-07-10,"80,539,364",8,7,2
2022180,2022-07-09,"80,167,884",5,0,3
2022179,2022-07-08,"85,651,870",6,9,9
2022178,2022-07-07,"82,810,550",3,8,7
2022177,2022-07-06,"81,911,142",6,0,2
2022176,2022-07-05,"82,428,510",7,4,7
2022175,2022-07-04,"84,653,228",7,3,7
2022174,2022-07-03,"83,827,024",7,3,2
2022173,2022-07-02,"82,296,698",5,5,7
2022172,2022-07-01,"84,530,550",3,2,4
2022171,2022-06-30,"82,787,868",3,4,1
2022170,2022-06-29,"79,462,490",6,3,5
2022169,2022-06-28,"80,660,000",7,1,9
2022168,2022-06-27,"80,067,108",2,0,3
2022167,2022-06-26,"80,003,058",7,8,3
2022166,2022-06-25,"77,447,392",4,8,7
2022165,2022-06-24,"81,574,766",7,0,8
2022164,2022-06-23,"81,940,722",1,0,5
2022163,2022-06-22,"78,952,190",5,3,2
2022162,2022-06-21,"78,227,380",8,6,4
2022161,2022-06-20,"77,531,998",7,7,2
2022160,2022-06-19,"78,354,220",9,4,9
2022159,2022-06-18,"82,243,816",0,2,1
2022158,2022-06-17,"81,928,212",9,5,8
2022157,2022-06-16,"82,131,550",4,2,9
2022156,2022-06-15,"79,775,852",2,4,7
2022155,2022-06-14,"76,247,200",5,3,6
2022154,2022-06-13,"76,400,144",2,3,4
2022153,2022-06-12,"76,284,176",8,0,8
2022152,2022-06-11,"76,408,772",5,7,7
2022151,2022-06-10,"81,823,394",4,4,3
2022150,2022-06-09,"80,196,292",6,3,0
2022149,2022-06-08,"78,212,922",0,2,7
2022148,2022-06-07,"79,084,810",7,7,5
2022147,2022-06-06,"78,488,158",8,6,9
2022146,2022-06-05,"78,561,204",8,4,8
2022145,2022-06-04,"77,238,878",1,5,0
2022144,2022-06-03,"77,458,178",0,6,0
2022143,2022-06-02,"79,759,246",2,3,1
2022142,2022-06-01,"81,897,684",8,8,3
2022141,2022-05-31,"78,639,346",5,0,5
2022140,2022-05-30,"78,121,394",3,2,3
2022139,2022-05-29,"81,295,422",1,2,1
2022138,2022-05-28,"80,815,392",9,4,3
2022137,2022-05-27,"88,067,260",4,4,1
2022136,2022-05-26,"84,972,840",5,6,2
2022135,2022-05-25,"83,855,508",1,6,7
2022134,2022-05-24,"84,469,268",9,5,3
2022133,2022-05-23,"84,148,262",9,2,0
2022132,2022-05-22,"84,454,314",5,7,2
2022131,2022-05-21,"84,758,760",8,6,5
2022130,2022-05-20,"86,630,326",4,6,2
2022129,2022-05-19,"86,331,728",3,9,5
2022128,2022-05-18,"88,104,696",1,5,6
2022127,2022-05-17,"86,366,072",2,5,6
2022126,2022-05-16,"84,440,870",5,5,4
2022125,2022-05-15,"88,326,372",0,9,0
2022124,2022-05-14,"87,608,636",9,0,1
2022123,2022-05-13,"92,062,596",5,9,0
2022122,2022-05-12,"90,184,304",5,9,2
2022121,2022-05-11,"88,578,648",7,6,5
2022120,2022-05-10,"86,673,562",5,0,9
2022119,2022-05-09,"87,225,502",3,2,0
2022118,2022-05-08,"86,476,980",2,6,0
2022117,2022-05-07,"92,423,848",2,8,1
2022116,2022-05-06,"91,776,178",8,1,2
2022115,2022-05-05,"87,560,624",9,2,8
2022114,2022-05-04,"82,741,056",6,2,3
2022113,2022-05-03,"86,174,978",2,9,9
2022112,2022-05-02,"83,181,036",2,4,5
2022111,2022-05-01,"84,800,290",3,3,4
2022110,2022-04-30,"91,968,650",0,4,0
2022109,2022-04-29,"97,739,388",8,6,5
2022108,2022-04-28,"94,327,068",5,1,2
2022107,2022-04-27,"94,936,698",1,5,0
2022106,2022-04-26,"93,665,832",5,0,7
2022105,2022-04-25,"99,274,024",4,4,0
2022104,2022-04-24,"95,677,150",6,9,0
2022103,2022-04-23,"95,071,740",9,5,8
2022102,2022-04-22,"97,022,562",8,5,1
2022101,2022-04-21,"88,359,912",7,3,1
2022100,2022-04-20,"93,151,938",6,6,6
2022099,2022-04-19,"93,778,458",3,9,3
2022098,2022-04-18,"92,703,248",4,6,5
2022097,2022-04-17,"92,975,604",3,0,4
2022096,2022-04-16,"93,378,274",8,1,0
2022095,2022-04-15,"94,771,034",5,1,9
2022094,2022-04-14,"90,776,528",1,9,8
2022093,2022-04-13,"87,627,128",6,3,3
2022092,2022-04-12,"90,367,952",7,5,2
2022091,2022-04-11,"87,806,494",3,6,7
2022090,2022-04-10,"93,072,126",7,2,2
2022089,2022-04-09,"89,249,404",7,1,3
2022088,2022-04-08,"96,183,560",2,6,1
2022087,2022-04-07,"89,652,062",0,6,9
2022086,2022-04-06,"91,598,764",2,0,4
2022085,2022-04-05,"87,936,744",6,5,4
2022084,2022-04-04,"91,745,304",7,9,7
2022083,2022-04-03,"88,529,264",4,6,5
2022082,2022-04-02,"94,926,450",5,0,5
2022081,2022-04-01,"100,382,130",8,3,8
2022080,2022-03-31,"98,803,730",7,2,3
2022079,2022-03-30,"98,722,646",2,1,0
2022078,2022-03-29,"98,423,090",3,9,8
2022077,2022-03-28,"94,641,332",9,8,6
2022076,2022-03-27,"96,005,260",0,9,1
2022075,2022-03-26,"97,721,066",6,6,0
2022074,2022-03-25,"100,966,226",7,5,9
2022073,2022-03-24,"98,038,786",0,1,4
2022072,2022-03-23,"100,396,096",7,8,3
2022071,2022-03-22,"95,938,996",9,3,5
2022070,2022-03-21,"94,425,112",6,1,8
2022069,2022-03-20,"91,209,856",7,3,0
2022068,2022-03-19,"89,004,062",5,6,9
2022067,2022-03-18,"91,416,476",9,9,8
2022066,2022-03-17,"90,278,910",9,6,8
2022065,2022-03-16,"90,128,710",2,5,4
2022064,2022-03-15,"88,679,794",3,5,4
2022063,2022-03-14,"91,373,308",9,9,1
2022062,2022-03-13,"93,141,630",8,1,2
2022061,2022-03-12,"91,728,050",8,9,5
2022060,2022-03-11,"95,093,852",5,4,3
2022059,2022-03-10,"94,514,334",7,2,7
2022058,2022-03-09,"92,057,828",2,1,8
2022057,2022-03-08,"87,725,008",5,4,6
2022056,2022-03-07,"89,676,860",0,9,2
2022055,2022-03-06,"86,310,582",7,9,4
2022054,2022-03-05,"87,303,024",5,8,5
2022053,2022-03-04,"85,872,652",7,6,4
2022052,2022-03-03,"88,693,124",0,5,3
2022051,2022-03-02,"83,532,554",5,7,3
2022050,2022-03-01,"83,535,758",9,8,2
2022049,2022-02-28,"82,271,822",0,2,6
2022048,2022-02-27,"84,511,438",2,2,5
2022047,2022-02-26,"84,087,274",8,8,2
2022046,2022-02-25,"85,753,298",8,7,5
2022045,2022-02-24,"83,284,820",8,2,2
2022044,2022-02-23,"82,579,250",1,6,9
2022043,2022-02-22,"81,681,910",4,0,4
2022042,2022-02-21,"84,169,968",7,0,2
2022041,2022-02-20,"78,924,714",1,8,4
2022040,2022-02-19,"80,809,758",9,7,7
2022039,2022-02-18,"84,691,934",7,8,7
2022038,2022-02-17,"80,642,616",0,8,3
2022037,2022-02-16,"79,606,440",5,3,6
2022036,2022-02-15,"77,152,100",6,4,1
2022035,2022-02-14,"76,535,138",0,5,9
2022034,2022-02-13,"75,053,658",6,8,9
2022033,2022-02-12,"72,110,344",7,4,4
2022032,2022-02-11,"78,067,072",5,0,0
2022031,2022-02-10,"78,917,306",6,6,4
2022030,2022-02-09,"73,892,308",5,6,1
2022029,2022-02-08,"75,601,024",5,7,8
2022028,2022-01-28,"98,506,322",0,8,6
2022027,2022-01-27,"95,176,024",8,7,7
2022026,2022-01-26,"94,913,060",1,4,1
2022025,2022-01-25,"93,131,358",5,7,9
2022024,2022-01-24,"92,589,684",4,7,2
2022023,2022-01-23,"92,764,358",8,7,4
2022022,2022-01-22,"92,028,442",7,4,3
2022021,2022-01-21,"93,290,850",1,9,2
2022020,2022-01-20,"87,591,200",8,1,6
2022019,2022-01-19,"90,099,458",2,4,4
2022018,2022-01-18,"94,892,710",7,5,5
2022017,2022-01-17,"93,988,390",3,4,8
2022016,2022-01-16,"89,940,320",2,8,5
2022015,2022-01-15,"90,046,458",7,8,6
2022014,2022-01-14,"91,453,036",4,6,2
2022013,2022-01-13,"88,199,448",5,2,8
2022012,2022-01-12,"90,160,318",9,5,2
2022011,2022-01-11,"88,184,108",3,7,9
2022010,2022-01-10,"88,226,304",9,8,2
2022009,2022-01-09,"87,401,400",6,0,1
2022008,2022-01-08,"84,378,422",4,9,8
2022007,2022-01-07,"85,938,992",9,2,1
2022006,2022-01-06,"86,590,614",8,8,7
2022005,2022-01-05,"85,261,062",2,4,0
2022004,2022-01-04,"79,027,192",7,3,9
2022003,2022-01-03,"83,172,552",0,1,0
2022002,2022-01-02,"79,576,154",9,2,7
2022001,2022-01-01,"77,715,836",3,4,9
2023351,2023-12-31,"125,882,648",4,9,0
2023350,2023-12-30,"127,090,712",7,7,1
2023349,2023-12-29,"130,945,294",5,1,4
2023348,2023-12-28,"128,956,578",6,5,3
2023347,2023-12-27,"133,028,400",5,6,0
2023346,2023-12-26,"129,915,700",4,9,1
2023345,2023-12-25,"130,260,656",4,3,6
2023344,2023-12-24,"125,506,786",9,6,8
2023343,2023-12-23,"123,601,832",8,4,8
2023342,2023-12-22,"126,193,842",7,6,9
2023341,2023-12-21,"124,267,006",2,2,7
2023340,2023-12-20,"124,727,866",1,3,8
2023339,2023-12-19,"123,241,348",8,4,7
2023338,2023-12-18,"124,552,746",4,7,7
2023337,2023-12-17,"117,586,786",8,6,2
2023336,2023-12-16,"114,399,878",1,8,8
2023335,2023-12-15,"122,720,374",1,1,1
2023334,2023-12-14,"122,635,050",9,0,0
2023333,2023-12-13,"124,345,938",1,8,8
2023332,2023-12-12,"139,900,084",1,6,1
2023331,2023-12-11,"145,045,328",2,4,1
2023330,2023-12-10,"144,620,708",3,7,6
2023329,2023-12-09,"142,091,366",5,7,3
2023328,2023-12-08,"143,454,668",1,6,9
2023327,2023-12-07,"137,355,998",0,1,4
2023326,2023-12-06,"133,189,112",3,7,1
2023325,2023-12-05,"133,071,592",4,9,0
2023324,2023-12-04,"129,802,312",4,9,5
2023323,2023-12-03,"120,901,882",2,6,9
2023322,2023-12-02,"120,430,196",8,0,4
2023321,2023-12-01,"124,936,806",7,5,2
2023320,2023-11-30,"118,270,742",3,7,5
2023319,2023-11-29,"122,202,842",7,2,7
2023318,2023-11-28,"118,053,200",0,1,4
2023317,2023-11-27,"124,970,104",1,3,1
2023316,2023-11-26,"119,978,842",4,8,3
2023315,2023-11-25,"115,878,868",6,1,8
2023314,2023-11-24,"121,250,072",2,2,8
2023313,2023-11-23,"122,202,054",9,8,9
2023312,2023-11-22,"125,565,116",7,9,1
2023311,2023-11-21,"117,108,688",2,7,1
2023310,2023-11-20,"118,921,986",9,5,6
2023309,2023-11-19,"124,704,500",2,0,2
2023308,2023-11-18,"122,668,080",5,9,4
2023307,2023-11-17,"118,239,434",9,3,7
2023306,2023-11-16,"121,079,982",8,8,8
2023305,2023-11-15,"122,745,730",6,8,2
2023304,2023-11-14,"118,100,754",4,8,0
2023303,2023-11-13,"118,376,956",7,2,1
2023302,2023-11-12,"108,319,360",6,1,8
2023301,2023-11-11,"107,116,348",5,8,0
2023300,2023-11-10,"117,912,040",0,9,0
2023299,2023-11-09,"112,204,102",9,2,0
2023298,2023-11-08,"115,617,100",0,4,7
2023297,2023-11-07,"119,309,932",2,2,6
2023296,2023-11-06,"116,862,364",4,9,1
2023295,2023-11-05,"114,310,280",7,9,5
2023294,2023-11-04,"113,554,250",5,9,1
2023293,2023-11-03,"117,351,840",8,1,0
2023292,2023-11-02,"117,374,644",6,8,9
2023291,2023-11-01,"113,268,036",5,8,3
2023290,2023-10-31,"110,695,424",8,3,3
2023289,2023-10-30,"114,091,610",8,6,6
2023288,2023-10-29,"116,448,256",5,5,0
2023287,2023-10-28,"116,475,844",3,0,9
2023286,2023-10-27,"120,163,692",2,0,5
2023285,2023-10-26,"114,842,668",5,9,1
2023284,2023-10-25,"124,205,350",3,9,3
2023283,2023-10-24,"121,711,872",9,4,8
2023282,2023-10-23,"124,511,534",1,0,4
2023281,2023-10-22,"121,625,930",6,8,4
2023280,2023-10-21,"114,813,088",2,7,8
2023279,2023-10-20,"120,471,626",7,9,2
2023278,2023-10-19,"118,852,868",8,0,9
2023277,2023-10-18,"121,760,222",9,2,0
2023276,2023-10-17,"124,171,658",4,4,1
2023275,2023-10-16,"119,128,814",7,3,9
2023274,2023-10-15,"124,766,770",9,9,5
2023273,2023-10-14,"122,771,384",4,7,5
2023272,2023-10-13,"126,255,746",0,5,8
2023271,2023-10-12,"123,178,848",1,7,9
2023270,2023-10-11,"120,023,394",4,5,7
2023269,2023-10-10,"121,469,752",6,6,5
2023268,2023-10-09,"120,954,526",0,6,7
2023267,2023-10-08,"116,557,312",4,7,8
2023266,2023-10-07,"118,818,598",1,1,3
2023265,2023-10-06,"116,329,862",3,5,6
2023264,2023-10-05,"107,931,536",6,3,8
2023263,2023-09-30,"116,445,032",3,3,5
2023262,2023-09-29,"122,199,426",2,2,0
2023261,2023-09-28,"125,538,202",7,2,3
2023260,2023-09-27,"127,413,032",5,4,7
2023259,2023-09-26,"125,623,656",0,8,6
2023258,2023-09-25,"120,564,456",9,2,7
2023257,2023-09-24,"117,957,726",6,9,4
2023256,2023-09-23,"128,420,886",4,7,4
2023255,2023-09-22,"130,776,472",5,6,4
2023254,2023-09-21,"122,980,392",2,8,3
2023253,2023-09-20,"123,548,836",7,2,1
2023252,2023-09-19,"121,006,572",2,1,3
2023251,2023-09-18,"120,875,092",5,0,3
2023250,2023-09-17,"116,308,880",9,6,8
2023249,2023-09-16,"117,754,292",0,7,6
2023248,2023-09-15,"122,704,836",0,4,9
2023247,2023-09-14,"116,877,564",5,6,9
2023246,2023-09-13,"120,505,310",7,7,9
2023245,2023-09-12,"118,635,498",7,6,8
2023244,2023-09-11,"118,181,840",3,7,7
2023243,2023-09-10,"119,913,380",8,4,8
2023242,2023-09-09,"118,511,290",4,8,6
